step,equity
0,1.000000
1,1.000000
2,1.406951
3,1.406951
4,1.406951
5,1.406951
6,1.406951
7,1.406951
8,1.406951
9,1.406951
10,1.406951
11,1.406951
12,1.406951
13,1.406951
14,1.406951
15,1.406951
16,1.406951
17,0.715012
18,0.715012
19,0.715012
20,0.715012
21,0.715012
22,0.715012
23,0.715012
24,0.715012
25,0.715012
26,0.715012
27,0.715012
28,0.715012
29,0.715012
30,0.715012
31,0.715012
32,0.715012
33,0.715012
34,0.715012
35,0.715012
36,0.715012
37,0.715012
38,0.715012
39,0.715012
40,0.715012
41,0.715012
42,0.715012
43,0.715012
44,0.715012
45,0.715012
46,0.715012
47,0.715012
48,0.715012
49,0.715012
50,0.715012
51,0.715012
52,0.715012
53,0.715012
54,0.715012
55,0.715012
56,0.715012
57,0.715012
58,0.715012
59,0.715012
60,0.715012
61,0.715012
62,0.715012
63,0.715012
64,0.715012
65,0.715012
66,0.715012
67,0.715012
68,0.715012
69,0.715012
70,0.715012
71,0.715012
72,0.715012
73,0.715012
74,0.715012
75,0.715012
76,0.715012
77,0.715012
78,0.715012
79,0.715012
80,0.715012
81,0.715012
82,0.715012
83,0.715012
84,0.715012
85,0.715012
86,0.715012
87,1.643257
88,1.643257
89,1.643257
90,1.643257
91,1.643257
92,1.643257
93,1.643257
94,1.643257
95,1.643257
96,1.643257
97,1.643257
98,1.643257
99,1.643257
100,1.643257
101,1.643257
102,1.643257
103,1.730935
104,1.730935
105,1.730935
106,1.730935
107,1.730935
108,1.730935
109,1.730935
110,1.730935
111,2.196054
112,2.196054
113,2.196054
114,2.196054
115,2.196054
116,2.196054
117,2.196054
118,2.196054
119,2.196054
120,2.196054
121,2.196054
122,2.196054
123,2.196054
