step,equity
0,1.000000
1,1.000000
2,1.406951
3,1.406951
4,1.406951
5,1.406951
6,1.406951
7,1.406951
8,1.406951
9,1.406951
10,1.406951
11,1.406951
12,1.406951
13,1.406951
14,1.406951
15,1.406951
16,1.406951
17,0.715012
18,0.715012
19,0.715012
20,0.715012
21,0.715012
22,0.715012
23,0.715012
24,0.715012
25,0.715012
26,0.715012
27,0.715012
28,0.715012
29,0.715012
30,0.715012
31,0.715012
32,0.715012
33,0.715012
34,0.715012
35,0.715012
36,0.715012
37,0.715012
38,0.715012
39,0.715012
40,0.715012
41,0.715012
42,0.715012
43,0.715012
44,0.715012
45,0.715012
46,0.715012
47,0.715012
48,0.715012
49,0.715012
50,0.715012
51,0.715012
52,0.715012
53,0.715012
54,0.715012
55,0.715012
56,0.715012
57,0.715012
58,0.715012
59,0.715012
60,0.715012
61,0.715012
62,0.715012
63,0.715012
64,0.715012
65,0.715012
66,0.715012
67,0.715012
68,0.715012
69,0.715012
70,0.715012
71,0.715012
72,0.715012
73,0.715012
74,0.715012
75,0.715012
76,0.715012
77,0.715012
78,0.715012
79,0.715012
80,0.715012
81,0.715012
82,0.715012
83,0.715012
84,0.715012
85,0.715012
86,0.715012
87,0.715012
88,0.715012
89,0.715012
90,0.715012
91,0.715012
92,0.715012
93,0.715012
94,0.715012
95,0.715012
96,0.715012
97,0.715012
98,0.715012
99,0.715012
100,0.715012
101,0.725200
102,0.725200
103,0.725200
104,0.725200
105,0.725200
106,0.725200
107,0.725200
108,0.725200
109,0.725200
110,0.725200
111,0.725200
112,0.725200
113,0.725200
114,0.880462
115,0.880462
116,0.880462
117,0.880462
118,0.880462
119,0.880462
120,0.880462
121,0.880462
122,0.880462
123,1.117050
124,1.117050
125,1.117050
126,1.117050
127,1.117050
128,1.117050
129,1.117050
130,1.117050
131,1.117050
132,1.117050
133,1.117050
134,1.117050
135,1.117050
136,1.117050
