window,bar_idx,equity
0,0,1.00000000
0,1,1.00000000
0,2,1.00000000
0,3,1.00000000
0,4,1.00000000
0,5,1.00000000
0,6,1.00000000
0,7,1.00000000
0,8,1.00000000
0,9,1.00000000
0,10,1.00000000
0,11,1.00000000
0,12,1.00000000
0,13,1.00000000
0,14,1.00000000
0,15,1.00000000
0,16,1.00000000
0,17,1.00000000
0,18,1.00000000
0,19,1.00000000
0,20,1.00000000
0,21,1.00000000
0,22,1.00000000
0,23,1.00000000
0,24,1.00000000
0,25,1.00000000
0,26,1.00000000
0,27,1.00000000
0,28,1.00000000
0,29,1.00000000
0,30,1.00000000
0,31,1.00000000
0,32,1.00000000
0,33,1.00000000
0,34,1.00000000
0,35,1.00000000
0,36,1.00000000
0,37,1.00000000
0,38,1.00000000
0,39,1.00000000
0,40,0.98912258
0,41,0.98912258
0,42,0.98912258
0,43,0.98912258
0,44,0.98912258
0,45,0.98912258
0,46,0.98912258
0,47,0.98912258
0,48,0.98912258
0,49,0.98912258
0,50,0.98912258
0,51,0.98912258
0,52,0.98912258
0,53,0.98912258
0,54,0.98912258
0,55,0.98912258
0,56,0.98912258
0,57,0.98912258
0,58,0.98912258
0,59,0.98912258
0,60,0.98912258
0,61,0.98912258
0,62,0.98912258
0,63,0.98912258
0,64,0.98912258
0,65,0.98912258
0,66,0.98912258
0,67,0.98912258
0,68,0.98912258
0,69,0.98912258
0,70,0.98912258
0,71,1.02121983
0,72,1.02121983
0,73,1.02121983
0,74,1.02121983
0,75,1.02121983
0,76,1.02121983
0,77,1.02121983
0,78,1.09879396
0,79,1.09879396
0,80,1.48895958
0,81,1.48895958
0,82,1.48895958
0,83,1.48895958
0,84,1.48895958
0,85,1.62923693
0,86,1.82245912
0,87,1.84853481
0,88,1.84853481
0,89,1.84853481
0,90,1.84853481
0,91,1.84853481
0,92,1.84853481
0,93,1.84853481
0,94,1.84853481
0,95,1.84853481
0,96,1.84853481
0,97,1.84853481
0,98,1.84853481
0,99,1.90799478
0,100,1.90799478
0,101,1.90799478
0,102,1.90799478
0,103,1.90799478
0,104,1.90799478
0,105,1.90799478
0,106,1.90799478
0,107,1.90799478
0,108,1.90799478
0,109,1.90799478
0,110,1.90799478
0,111,1.90799478
0,112,1.90799478
0,113,1.90799478
0,114,1.90799478
0,115,1.90799478
0,116,1.90799478
0,117,1.90799478
0,118,1.90799478
0,119,1.90799478
0,120,1.90799478
0,121,1.90799478
0,122,1.90799478
0,123,1.90799478
0,124,1.90799478
0,125,1.90799478
0,126,1.90799478
0,127,1.90799478
0,128,1.90799478
0,129,1.90799478
0,130,1.90799478
0,131,1.90799478
0,132,1.90799478
0,133,1.90799478
0,134,1.90799478
0,135,1.90799478
0,136,1.90799478
0,137,1.90799478
0,138,1.90799478
0,139,1.90799478
0,140,1.90799478
0,141,1.90799478
0,142,1.90799478
0,143,1.90799478
0,144,1.90799478
0,145,1.90799478
0,146,1.90799478
1,0,1.00000000
1,1,1.00000000
1,2,1.00000000
1,3,1.00000000
1,4,1.00000000
1,5,1.00000000
1,6,1.00000000
1,7,1.00000000
1,8,1.00000000
1,9,1.00000000
1,10,1.00000000
1,11,1.00000000
1,12,1.00000000
1,13,1.00000000
1,14,1.00000000
1,15,1.08730526
1,16,1.08730526
1,17,1.08730526
1,18,1.08730526
1,19,1.08730526
1,20,1.08730526
1,21,1.08730526
1,22,1.08730526
1,23,1.08730526
1,24,1.08730526
1,25,1.15549139
1,26,1.15549139
1,27,1.15549139
1,28,1.15549139
1,29,1.15549139
1,30,1.15549139
1,31,1.15549139
1,32,1.15549139
1,33,1.15549139
1,34,1.15549139
1,35,1.15549139
1,36,1.15549139
1,37,1.15549139
1,38,1.15549139
1,39,1.15549139
1,40,1.15549139
1,41,1.15549139
1,42,1.15549139
1,43,1.15549139
1,44,0.95542062
1,45,0.95542062
1,46,0.95542062
1,47,0.95542062
1,48,0.95542062
1,49,0.95542062
1,50,0.95542062
1,51,0.95542062
1,52,0.95542062
1,53,0.95542062
1,54,0.95542062
1,55,0.95542062
1,56,0.95542062
1,57,0.95542062
1,58,0.95542062
1,59,0.95542062
1,60,0.95542062
1,61,0.95542062
1,62,0.95542062
1,63,0.95542062
1,64,0.95542062
1,65,0.95542062
1,66,0.95542062
1,67,0.95542062
1,68,0.95542062
1,69,0.95542062
1,70,0.95542062
1,71,0.95542062
1,72,0.95542062
1,73,0.95542062
1,74,0.95542062
1,75,0.95542062
1,76,0.97764895
1,77,0.97764895
1,78,0.97764895
1,79,0.97764895
1,80,0.97764895
1,81,1.02540772
1,82,0.96660567
1,83,0.96660567
1,84,0.96660567
1,85,0.96660567
1,86,0.96660567
1,87,0.96660567
1,88,0.96660567
1,89,0.96660567
1,90,0.96660567
1,91,0.96660567
1,92,0.96660567
1,93,0.96660567
1,94,0.96660567
1,95,0.96660567
1,96,0.96660567
1,97,0.96660567
1,98,0.96660567
1,99,0.96660567
1,100,0.96660567
1,101,0.96660567
1,102,0.96660567
1,103,0.96660567
1,104,0.96660567
1,105,0.96660567
1,106,0.96660567
1,107,0.96660567
1,108,0.96660567
1,109,0.96660567
1,110,0.96660567
1,111,0.96660567
1,112,0.96660567
1,113,0.96660567
1,114,0.96660567
1,115,0.96660567
1,116,0.96660567
1,117,0.96660567
1,118,0.96660567
1,119,0.96660567
1,120,0.94807402
1,121,0.94807402
1,122,0.94807402
1,123,0.94807402
1,124,0.94807402
1,125,0.94807402
1,126,0.94807402
1,127,0.94807402
1,128,0.94807402
1,129,0.94807402
1,130,0.94807402
1,131,0.94807402
1,132,0.94807402
1,133,0.94807402
1,134,0.94965253
1,135,0.94965253
1,136,1.03735611
2,0,1.00000000
2,1,1.00000000
2,2,1.08606537
2,3,1.08606537
2,4,1.08606537
2,5,1.08606537
2,6,1.08606537
2,7,1.08606537
2,8,1.08606537
2,9,1.08606537
2,10,1.08606537
2,11,1.08606537
2,12,1.08606537
2,13,1.08606537
2,14,1.08606537
2,15,1.08606537
2,16,1.08606537
2,17,1.08606537
2,18,1.08606537
2,19,1.08606537
2,20,1.08606537
2,21,1.08606537
2,22,1.08606537
2,23,1.08606537
2,24,1.08606537
2,25,1.08606537
2,26,1.08606537
2,27,1.08606537
2,28,1.08606537
2,29,1.08606537
2,30,1.08606537
2,31,1.08606537
2,32,1.08606537
2,33,1.08606537
2,34,1.08606537
2,35,1.08606537
2,36,1.08606537
2,37,1.08606537
2,38,1.08606537
2,39,1.08606537
2,40,1.08606537
2,41,1.08606537
2,42,1.08606537
2,43,1.08606537
2,44,1.08606537
2,45,1.08606537
2,46,1.08606537
2,47,1.08606537
2,48,1.28360136
2,49,1.28360136
2,50,1.26334896
2,51,1.26334896
2,52,1.26334896
2,53,1.26334896
2,54,2.54412535
2,55,2.54412535
2,56,2.54412535
2,57,2.54412535
2,58,2.54412535
2,59,2.54412535
2,60,2.54412535
2,61,2.54412535
2,62,2.54412535
2,63,2.54412535
2,64,2.54412535
2,65,2.54412535
2,66,2.54412535
2,67,2.54412535
2,68,2.54412535
2,69,2.54412535
2,70,2.54412535
2,71,2.54412535
2,72,2.54412535
2,73,2.54412535
2,74,2.54412535
2,75,2.54412535
2,76,2.54412535
2,77,2.54412535
2,78,2.54412535
2,79,2.54412535
2,80,2.54412535
2,81,2.54412535
2,82,2.54412535
2,83,2.54412535
2,84,2.54412535
2,85,2.54412535
2,86,2.54412535
2,87,2.54412535
2,88,2.54412535
2,89,2.54412535
2,90,2.54412535
2,91,2.54412535
2,92,2.54412535
2,93,2.54412535
2,94,2.97333261
2,95,2.29391909
2,96,2.43179390
2,97,2.38346462
2,98,2.38346462
2,99,2.38346462
2,100,2.38346462
2,101,2.82409256
2,102,3.39637379
2,103,3.39637379
2,104,3.39637379
2,105,6.76931854
2,106,6.76931854
2,107,6.76931854
3,0,1.00000000
3,1,1.04791720
3,2,0.99477530
3,3,0.99477530
3,4,0.99477530
3,5,0.99477530
3,6,0.99477530
3,7,0.99477530
3,8,0.99477530
3,9,0.99477530
3,10,0.99477530
3,11,0.92759145
3,12,0.92759145
3,13,0.92759145
3,14,0.92759145
3,15,0.92759145
